Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
80,0.000545,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,3946788.990825688,23853.211009174312,4.541666666666667e-05,6.044482102619619e-05,0.000213,0.0,0.000533,8.883333333333334e-05,9.22937640845192e-05,0.000242,0.0,0.000522,0.0001044,6.714640720098135e-05,0.000225,3.3e-05,1,2,0,0,140,120,12844.036697247706,11009.174311926605,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,70.772987,13,12,1162,3066,206,66,89.38461538461539,49.8328567259339,962,66,255.5,327.0340196371014,59.74030741418332,0.3532421204717557,2.948874458333333,14.14210574588206,70.772031,0.0,70.772975,5.897747916666667,19.560335637740884,70.772042,0.0,70.772966,6.433906000000001,20.345509760460672,70.772057,3e-05,2,4,0,0,260,240,0.1836859026453129,0.1695562178264427,66,962,169.12,243.95791768253804,59515.4656,4,5,0,6,22,0,0,0,0.9230769230769232,169.12,89.38461538461539,255.5,260,0,0,0,0,0,0,13,1162,12,3066,64240,65160,2,20,0,0,0,0,0,0,0,0
80,0.000431,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4990719.257540603,30162.41299303944,3.591666666666667e-05,4.815332860307328e-05,0.000173,0.0,0.000419,6.983333333333333e-05,7.041168621440305e-05,0.000201,0.0,0.00041,8.2e-05,5.645174930859096e-05,0.000185,3.2e-05,1,2,0,0,140,120,16241.299303944315,13921.113689095127,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000569,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,3780316.344463973,22847.100175746928,4.741666666666667e-05,6.815968790682331e-05,0.000203,0.0,0.00055,9.166666666666664e-05,9.834067769183253e-05,0.000233,0.0,0.00055,0.00011,8.016732501462176e-05,0.000222,3.4e-05,1,2,0,0,140,120,12302.284710017577,10544.81546572935,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000479,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4490605.427974948,27139.874739039667,3.991666666666666e-05,5.579046862044527e-05,0.000195,0.0,0.000467,7.783333333333333e-05,8.038535659904455e-05,0.000225,0.0,0.000457,9.14e-05,6.544188261350678e-05,0.000207,3.4e-05,1,2,0,0,140,120,14613.778705636743,12526.096033402922,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000475,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4528421.052631579,27368.42105263158,3.958333333333333e-05,5.240460910602764e-05,0.000182,0.0,0.000464,7.733333333333333e-05,7.515021993018753e-05,0.000211,0.0,0.000432,8.64e-05,6.133057964832878e-05,0.000193,3.3e-05,1,2,0,0,140,120,14736.842105263158,12631.578947368422,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,70.929467,13,12,1162,3066,206,66,89.38461538461539,49.8328567259339,962,66,255.5,327.0340196371014,59.60851221397166,0.3524628205651115,2.9553944583333336,14.173369563082892,70.928487,0.0,70.929456,5.910787999999999,19.603577465136663,70.928499,0.0,70.92944800000001,6.448131636363638,20.390485685718627,70.928509,3.2e-05,2,4,0,0,260,240,0.1832806666938579,0.1691821538712535,66,962,169.12,243.95791768253804,59515.4656,4,5,0,6,22,0,0,0,0.9230769230769232,169.12,89.38461538461539,255.5,260,0,0,0,0,0,0,13,1162,12,3066,64240,65160,2,20,0,0,0,0,0,0,0,0
80,0.000473,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4547568.710359408,27484.14376321353,3.941666666666667e-05,5.3025871568089816e-05,0.000159,0.0,0.000461,7.683333333333334e-05,7.653630220722423e-05,0.000187,0.0,0.000453,9.06e-05,5.8942684024397805e-05,0.000171,3.2e-05,1,2,0,0,140,120,14799.154334038054,12684.989429175475,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,70.982921,13,12,1162,3066,206,66,89.38461538461539,49.8328567259339,962,66,255.5,327.0340196371014,59.56362376239771,0.3521973968921341,2.957621708333333,14.184060253467475,70.981985,0.0,70.982909,5.915242416666668,19.61836466187074,70.981997,0.0,70.98289799999999,6.452990727272729,20.405866343049464,70.982006,3.1e-05,2,4,0,0,260,240,0.1831426463839097,0.1690547505082243,66,962,169.12,243.95791768253804,59515.4656,4,5,0,6,22,0,0,0,0.9230769230769232,169.12,89.38461538461539,255.5,260,0,0,0,0,0,0,13,1162,12,3066,64240,65160,2,20,0,0,0,0,0,0,0,0
80,70.982505,13,12,1162,3066,206,66,89.38461538461539,49.8328567259339,962,66,255.5,327.0340196371014,59.5639728409134,0.3521994609798569,2.9576043749999994,14.183971704365383,70.981543,0.0,70.982493,5.91520775,19.618241846275268,70.981555,0.0,70.982482,6.452952909090908,20.40573852956113,70.981564,2.7e-05,2,4,0,0,260,240,0.1831437197095256,0.1690557412703313,66,962,169.12,243.95791768253804,59515.4656,4,5,0,6,22,0,0,0,0.9230769230769232,169.12,89.38461538461539,255.5,260,0,0,0,0,0,0,13,1162,12,3066,64240,65160,2,20,0,0,0,0,0,0,0,0
80,70.983355,13,12,1162,3066,206,66,89.38461538461539,49.8328567259339,962,66,255.5,327.0340196371014,59.56325958388413,0.3521952435187094,2.957639791666667,14.18413530128664,70.982363,0.0,70.98333600000001,5.915278000000001,19.61846790439493,70.982375,0.0,70.983333,6.453030272727273,20.405974320463415,70.982387,3.1e-05,2,4,0,0,260,240,0.1831415266297288,0.1690537168889805,66,962,169.12,243.95791768253804,59515.4656,4,5,0,6,22,0,0,0,0.9230769230769232,169.12,89.38461538461539,255.5,260,0,0,0,0,0,0,13,1162,12,3066,64240,65160,2,20,0,0,0,0,0,0,0,0
80,0.000441,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4877551.020408164,29478.458049886623,3.6750000000000006e-05,4.92428082735608e-05,0.000171,0.0,0.000429,7.15e-05,7.191835648845155e-05,0.000199,0.0,0.000418,8.36e-05,5.71335278098596e-05,0.000183,3.2e-05,1,2,0,0,140,120,15873.015873015873,13605.442176870749,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000453,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4748344.370860927,28697.57174392936,3.775e-05,4.9539756761615207e-05,0.000169,0.0,0.000441,7.35e-05,7.290118883347056e-05,0.000199,0.0,0.000431,8.620000000000001e-05,5.589060743989101e-05,0.000181,3.4e-05,1,2,0,0,140,120,15452.53863134658,13245.033112582782,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,70.985079,13,12,1162,3066,206,66,89.38461538461539,49.8328567259339,962,66,255.5,327.0340196371014,59.56181298326089,0.3521866898253364,2.957711625,14.184478759293436,70.984082,0.0,70.985068,5.915422333333333,19.618944191840846,70.984099,0.0,70.985057,6.453187,20.40646708958452,70.984102,3.1e-05,2,4,0,0,260,240,0.1831370787091749,0.1690496111161614,66,962,169.12,243.95791768253804,59515.4656,4,5,0,6,22,0,0,0,0.9230769230769232,169.12,89.38461538461539,255.5,260,0,0,0,0,0,0,13,1162,12,3066,64240,65160,2,20,0,0,0,0,0,0,0,0
80,0.000695,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,3094964.0287769786,18705.035971223024,5.7916666666666674e-05,8.792085298089917e-05,0.000307,0.0,0.000682,0.0001136666666666,0.0001255782182103,0.000345,0.0,0.000671,0.0001342,0.0001045206199751,0.00032,4.3e-05,1,2,0,0,140,120,10071.942446043166,8633.093525179856,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000619,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,3474959.612277868,21001.6155088853,5.158333333333333e-05,9.168465732547016e-05,0.00034,0.0,0.000604,0.0001006666666666,0.0001279644047729,0.000368,0.0,0.000597,0.0001194,0.0001214653860159,0.000355,3.2e-05,1,2,0,0,140,120,11308.562197092084,9693.053311793215,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000463,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4645788.336933046,28077.753779697625,3.858333333333333e-05,5.198150044861045e-05,0.000179,0.0,0.000452,7.533333333333333e-05,7.483685960511407e-05,0.000208,0.0,0.000439,8.779999999999999e-05,5.942861263734835e-05,0.00019,3.3e-05,1,2,0,0,140,120,15118.79049676026,12958.963282937366,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000482,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4462655.601659751,26970.954356846472,4.016666666666667e-05,5.519787636816797e-05,0.00019,0.0,0.00047,7.833333333333334e-05,7.931932649459119e-05,0.00022,0.0,0.000459,9.18e-05,6.38949137255854e-05,0.000202,3.4e-05,1,2,0,0,140,120,14522.821576763485,12448.132780082988,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000432,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4979166.666666667,30092.592592592595,3.6e-05,4.870831551183021e-05,0.000171,0.0,0.000421,7.016666666666667e-05,7.097280386802321e-05,0.000199,0.0,0.000412,8.240000000000001e-05,5.617686356499445e-05,0.000182,3.1e-05,1,2,0,0,140,120,16203.703703703704,13888.888888888889,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000438,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4910958.904109589,29680.36529680365,3.65e-05,4.838990941646133e-05,0.000169,0.0,0.000426,7.1e-05,7.131853429041663e-05,0.000198,0.0,0.000417,8.34e-05,5.5622297687168593e-05,0.000181,3.3e-05,1,2,0,0,140,120,15981.73515981735,13698.6301369863,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000459,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4686274.509803922,28322.44008714597,3.825e-05,5.230857960220292e-05,0.000186,0.0,0.000447,7.450000000000001e-05,7.550441488195685e-05,0.000214,0.0,0.000435,8.699999999999999e-05,6.167008999506973e-05,0.000198,3.2e-05,1,2,0,0,140,120,15250.544662309369,13071.8954248366,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000462,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4655844.155844156,28138.528138528138,3.85e-05,5.015559124697199e-05,0.000169,0.0,0.0004509999999999,7.516666666666666e-05,7.27333409715853e-05,0.000198,0.0,0.000433,8.66e-05,5.650699071796339e-05,0.00018,3.3e-05,1,2,0,0,140,120,15151.515151515152,12987.012987012988,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,70.985984,13,12,1162,3066,206,66,89.38461538461539,49.8328567259339,962,66,255.5,327.0340196371014,59.56105362996729,0.3521821997987659,2.9577493333333336,14.184688585572388,70.985126,0.0,70.985973,5.915497750000001,19.61923472309073,70.985138,0.0,70.98596500000001,6.453269545454547,20.406770811940397,70.985145,3.1e-05,2,4,0,0,260,240,0.1831347438953582,0.1690474559034076,66,962,169.12,243.95791768253804,59515.4656,4,5,0,6,22,0,0,0,0.9230769230769232,169.12,89.38461538461539,255.5,260,0,0,0,0,0,0,13,1162,12,3066,64240,65160,2,20,0,0,0,0,0,0,0,0
80,0.000438,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4910958.904109589,29680.36529680365,3.65e-05,4.844498598066333e-05,0.000169,0.0,0.000426,7.1e-05,7.146560944491647e-05,0.000199,0.0,0.000416,8.32e-05,5.5632364681002016e-05,0.000181,3.4e-05,1,2,0,0,140,120,15981.73515981735,13698.6301369863,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000438,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4910958.904109589,29680.36529680365,3.65e-05,5.0203751519848265e-05,0.000181,0.0,0.000426,7.1e-05,7.322795458930513e-05,0.000209,0.0,0.000418,8.36e-05,5.960738209316023e-05,0.000193,3.1e-05,1,2,0,0,140,120,15981.73515981735,13698.6301369863,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000473,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4547568.710359408,27484.14376321353,3.941666666666667e-05,5.199752932164715e-05,0.000173,0.0,0.000461,7.683333333333334e-05,7.533573005037e-05,0.000202,0.0,0.00045,8.999999999999999e-05,5.8350664092193504e-05,0.000185,3.3e-05,1,2,0,0,140,120,14799.154334038054,12684.989429175475,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000453,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4748344.370860927,28697.57174392936,3.775e-05,5.079062413477511e-05,0.000171,0.0,0.0004419999999999,7.366666666666666e-05,7.265825639404115e-05,0.000196,0.0,0.000433,8.66e-05,5.7607638382422864e-05,0.000182,2.9e-05,1,2,0,0,140,120,15452.53863134658,13245.033112582782,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,70.882281,13,12,1162,3066,206,66,89.38461538461539,49.8328567259339,962,66,255.5,327.0340196371014,59.648193319286655,0.3526974534016477,2.953428375000001,14.163928256305889,70.881242,0.0,70.882269,5.906855749999999,19.590518782662237,70.881256,0.0,70.882253,6.443841181818181,20.376902581994585,70.881265,3.3e-05,2,4,0,0,260,240,0.1834026757688568,0.1692947776327908,66,962,169.12,243.95791768253804,59515.4656,4,5,0,6,22,0,0,0,0.9230769230769232,169.12,89.38461538461539,255.5,260,0,0,0,0,0,0,13,1162,12,3066,64240,65160,2,20,0,0,0,0,0,0,0,0
80,0.00049,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4389795.918367347,26530.61224489796,4.083333333333333e-05,5.5205424451668593e-05,0.00019,0.0,0.000475,7.916666666666666e-05,7.949301157264636e-05,0.000217,0.0,0.000466,9.32e-05,6.500276917178221e-05,0.000205,3.1e-05,1,2,0,0,140,120,14285.714285714286,12244.897959183674,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
